,ISIN,COMPANY_CODE,SECTOR_CODE,REPORTING_YEAR,N_SDG1,N_SDG2,N_SDG3,N_SDG4,N_SDG5,N_SDG6,N_SDG7,N_SDG8,N_SDG9,N_SDG10,N_SDG11,N_SDG12,N_SDG13,N_SDG14,N_SDG15,N_SDG16,N_SDG17,Market Value
9577,DE000EVNK013,EVONIK00001,PERF,2022,0,0,-1100000000,0,0,-140000000,0,0,0,0,-190000000,-190000000,-750000000,-200000000,-30000000,0,0,"$4,307.66 "
9584,US7237871071,PIONEE00001,OGES,2022,0,0,-18000000,0,0,-6300000,0,0,0,0,-3500000,-3800000,-230000000,-3100000,-1300000,0,0,"$53,685.88 "
9591,KR7009150004,SAMSUN00004,EEMA,2022,0,0,-25000000,0,0,-11000000,0,0,0,0,-5600000,-5500000,-75000000,-3800000,-2500000,0,0,"$6,474.64 "
9598,CNE1000002Q2,CHINAP00001,OGES,2022,0,0,-660000000,0,0,-210000000,0,0,0,0,-130000000,-130000000,-8400000000,-110000000,-47000000,0,0,"$12,011.45 "
9605,CNE0000018G1,CHINAP00001,OGES,2022,0,0,-660000000,0,0,-210000000,0,0,0,0,-130000000,-130000000,-8400000000,-110000000,-47000000,0,0,"$10,844.73 "
9612,KR7263750002,PEARLA00001,ITIS,2022,0,0,-2200,0,0,-1000,0,0,0,0,-570,-520,-96000,-330,-230,0,0,"$1,005.26 "
9619,CNE0000006Y9,DONGEE00001,PILL,2022,0,0,-400000,0,0,-120000,0,0,0,0,-67000,-78000,-820000,-68000,-27000,0,0,"$3,293.06 "
9626,CNE100000T24,GUANGZ00006,ITIS,2022,0,0,-79000,0,0,-62000,0,0,0,0,-7200,-6700,-1200000,-4500,-19000,0,0,"$2,468.56 "
9633,CNE100003NQ8,SHANGH00042,CONS,2022,0,0,-52000,0,0,-22000,0,0,0,0,-12000,-13000,-140000,-8500,-4400,0,0,$921.30 
9640,CNE1000010F8,INNERM00004,PERF,2022,0,0,-11000000,0,0,-2400000,0,0,0,0,-1100000,-1600000,-87000000,-1900000,-610000,0,0,$973.46 
9647,CNE000000529,TONGLI00001,OMMA,2022,0,0,-36000000,0,0,-11000000,0,0,0,0,-13000000,-8000000,-120000000,-4500000,-2800000,0,0,"$3,103.29 "
9654,CNE0000015R4,BAOSTE00001,IRON,2022,0,0,-100000000,0,0,-32000000,0,0,0,0,-100000000,-34000000,-5300000000,-760000,-11000000,0,0,"$7,291.64 "
9661,DE000A1EWWW0,ADIDAS00001,CLOT,2022,0,0,-11000000,0,0,-4000000,0,0,0,0,-2400000,-2600000,-12000000,-1900000,-800000,0,0,"$29,037.23 "
9668,AU000000IEL5,IDPEDU00001,EDUC,2022,0,0,-6600,0,0,-2700,0,0,0,0,-1600,-1600,-360000,-1100,-560,0,0,"$3,885.46 "
9675,CNE1000008S5,XINJIA00002,FMMA,2022,0,0,-310000,0,0,-130000,0,0,0,0,-18000,-24000,-5900000,-34000,-42000,0,0,"$4,027.33 "
9682,ZAE000259479,PEPKOR00001,CLOT,2022,0,0,-1900000,0,0,-550000,0,0,0,0,-170000,-260000,-16000000,-300000,-150000,0,0,"$1,508.99 "
9689,IL0006954379,MIZRAH00001,FINS,2022,0,0,-190000,0,0,-160000,0,0,0,0,-17000,-16000,-1000000,-10000,-49000,0,0,"$4,420.91 "
9696,PHY1001H1024,ACENER00001,GENE,2022,-2000000,0,-3200000,0,0,-130000,-4000000,-4000000,-2000000,0,-3700000,-1300000,-130000000,-130000,-29000,0,0,"$2,645.90 "
9703,KR7016360000,SAMSUN00024,FINS,2022,0,0,-27000,0,0,-12000,0,0,0,0,-6600,-6500,-250000,-4300,-2500,0,0,"$1,615.09 "
9710,CNE000000R69,BEIJIN00019,PILL,2022,0,0,-1500000,0,0,-470000,0,0,0,0,-260000,-300000,-3100000,-260000,-100000,0,0,"$4,633.64 "
9717,US4606901001,INTERP00001,CONS,2022,0,0,-2300000,0,0,-960000,0,0,0,0,-550000,-560000,-4500000,-380000,-200000,0,0,"$14,509.54 "
9724,CA3759161035,GILDAN00001,CLOT,2022,0,0,-29000000,0,0,-2500000,0,0,0,0,-400000,-2800000,-31000000,-5200000,-820000,0,0,"$5,596.40 "
9731,KYG3825B1059,GENSCR00001,PILL,2022,0,0,-2100000,0,0,-880000,0,-290000000,-140000000,0,-490000,-490000,-5200000,-330000,-180000,0,0,"$2,317.58 "
9738,CNE1000001W2,ANHUIC00001,CEME,2022,0,0,-430000000,0,0,-23000000,0,0,0,0,-610000000,-200000000,-8900000000,-150000,-7700000,0,0,"$4,016.37 "
9745,CNE0000019V8,ANHUIC00001,CEME,2022,0,0,-430000000,0,0,-23000000,0,0,0,0,-610000000,-200000000,-8900000000,-150000,-7700000,0,0,"$7,504.27 "
9752,TW0002454006,MEDIAT00001,EEMA,2022,0,0,-110000,0,0,-38000,0,0,0,0,-1400,-7900,-3400000,-14000,-13000,0,0,"$38,205.63 "
9759,CNE0000011S1,HUADON00001,PILL,2022,0,0,-860000,0,0,-430000,0,0,0,0,-170000,-170000,-6500000,-120000,-110000,0,0,"$6,673.52 "
9766,KYG5264Y1089,KINGSO00001,ITIS,2022,0,0,-32000,0,0,-30000,0,-570000000,-280000000,0,-1500,-710,-650000,-350,-9900,0,0,"$4,205.59 "
9773,CNE000001GS3,TONGWE00001,CONG,2022,0,0,-15000000,0,0,-13000000,0,0,0,0,-850000,-500000,-670000000,-280000,-4300000,0,0,"$13,542.84 "
9780,KYG211501005,CHINAH00001,AAMA,2022,0,0,-4400000000,0,0,-1900000000,0,0,0,0,-1100000000,-1100000000,-7800000000,-730000000,-380000000,0,0,"$2,724.75 "
9787,CNE100001TS5,YIFENG00001,WHRE,2022,0,0,-2100000,0,0,-1100000,0,0,0,0,-300000,-320000,-5100000,-250000,-310000,0,0,"$2,438.30 "
9794,JP3047550003,NIPPON00004,RESS,2022,0,0,-170000,0,0,-67000,0,0,0,0,-38000,-39000,-470000,-28000,-14000,0,0,"$4,991.92 "
9801,CNE000001F70,SANYHE00001,FMMA,2022,0,0,-1200000,0,0,-710000,0,0,0,0,-210000,-190000,-16000000,-130000,-200000,0,0,"$13,430.99 "
9808,IL0005930388,THEFIR00003,FINS,2022,0,0,-81000,0,0,-80000,0,0,0,0,-650,-490,-770000,-290,-27000,0,0,"$1,707.28 "
9815,MXP320321310,FOMENT00001,BEVM,2022,0,0,-12000000,0,0,-8600000,0,0,0,0,-930000,-640000,-81000000,-540000,-2800000,0,0,"$20,188.65 "
9822,DE0008430026,MUENCH00001,FINS,2022,0,0,-2600000,0,0,-1100000,0,0,0,0,-650000,-650000,-5800000,-430000,-220000,0,0,"$51,611.06 "
9829,CNE1000023N5,ZHEJIA00036,FMMA,2022,0,0,-2900000,0,0,-75000,0,0,0,0,-4200000,-1400000,-1100000,-28000,-16000,0,0,"$1,228.74 "
9836,US2044481040,BUENAV00002,MOMI,2022,0,0,-4100000,0,0,-590000,0,0,0,0,-2200000,-950000,-20000000,-430000,-190000,0,0,"$1,976.10 "
9843,CNE000001DZ5,SHENGH00001,MOMI,2022,0,0,-18000000,0,0,-5600000,0,0,0,0,-7200000,-3500000,-61000000,-1700000,-1700000,0,0,"$2,425.40 "
9850,CNE100003JF9,WUXISH00001,EEMA,2022,0,0,-680000,0,0,-250000,0,0,0,0,-110000,-120000,-6000000,-100000,-62000,0,0,"$2,398.65 "
9857,CNE100002GF7,JASONF00001,WPMA,2022,0,0,-120000000,0,0,-33000000,0,0,0,0,-81000000,-40000000,-59000000,-13000000,-6800000,0,0,"$2,091.55 "
9864,HK0688002218,CHINAO00002,BLDG,2022,0,0,-24000000,0,0,-6400000,0,0,0,0,-3300000,-3900000,-31000000,-3900000,-1600000,0,0,"$10,088.44 "
9871,TW0002105004,CHENGS00001,RUMA,2022,0,0,-5400000,0,0,-2300000,0,0,0,0,-1300000,-1300000,-30000000,-860000,-480000,0,0,"$2,284.12 "
9878,CNE0000012G4,GUANGH00001,OGES,2022,0,0,-9000000,0,0,-2800000,0,0,0,0,-1900000,-1800000,-140000000,-1400000,-630000,0,0,"$5,518.92 "
9885,CNE100002K47,GUANGZ00009,EEMA,2022,0,0,-660000,0,0,-250000,0,0,0,0,-110000,-120000,-5700000,-100000,-60000,0,0,"$2,707.58 "
9892,KYG2177B1014,CKASSE00001,RESS,2022,0,0,-2200000,0,0,-65000,0,0,0,0,-2700000,-940000,-21000000,-75000,-19000,0,0,"$11,646.52 "
9899,BRBBSEACNOR5,BBSEGU00001,FINS,2022,0,0,-19000,0,0,-7900,0,0,0,0,-4800,-4700,-2500000,-3100,-1600,0,0,"$4,777.98 "
9906,SE0015949201,LIFCOA00001,FINS,2022,0,0,-58000,0,0,-24000,0,0,0,0,-12000,-12000,-1100000,-9100,-5300,0,0,"$4,988.41 "
9913,CNE100000L55,YANTAI00001,FMMA,2022,0,0,-700000,0,0,-200000,0,0,0,0,-110000,-130000,-2800000,-120000,-42000,0,0,"$2,283.51 "
9920,KR7373220003,LGENER00001,EEMA,2022,0,0,-4400000,0,0,-2000000,0,0,0,0,-750000,-700000,-84000000,-550000,-560000,0,0,"$15,601.89 "
9925,MYL7113OO003,TOPGLO00001,RUMA,2022,0,0,-1600000,0,0,-740000,0,0,0,0,-290000,-230000,-85000000,-180000,-220000,0,0,"$1,270.67 "
9932,CNE100002524,TOLYBR00001,FOMA,2022,0,0,-650000,0,0,-100000,0,0,0,0,-260000,-140000,-3100000,-87000,-26000,0,0,$999.82 
9939,CNE1000031P3,FOXCON00001,EEMA,2022,0,0,-8500000,0,0,-5300000,0,0,0,0,-760000,-870000,-100000000,-760000,-1600000,0,0,"$6,850.77 "
9946,BRB3SAACNOR6,B3SAXX00001,FINS,2022,0,0,-39000,0,0,-17000,0,0,0,0,-9600,-9600,-220000,-6500,-3400,0,0,"$13,739.31 "
9953,CNE0000001J1,HENGYI00001,PERF,2022,0,0,-38000000,0,0,-20000000,0,-110000000,-55000000,0,-8800000,-8000000,-610000000,-5100000,-4900000,0,0,"$1,673.08 "
9960,CNE100000GS4,EVEENE00001,EEMA,2022,0,0,-1100000,0,0,-430000,-10000000,-10000000,-5200000,0,-190000,-210000,-9900000,-180000,-100000,0,0,"$12,101.52 "
9967,KR7105560007,KBFINA00001,FINS,2022,0,0,-90000,0,0,-48000,0,0,0,0,-19000,-18000,-6500000,-11000,-12000,0,0,"$13,833.27 "
9974,CNE000000QS4,BEIJIN00011,NMMA,2022,0,0,-31000000,0,0,-9200000,0,0,0,0,-18000000,-9500000,-50000000,-3600000,-1900000,0,0,"$3,088.79 "
9981,CNE000000C74,SHANGH00026,BLDG,2022,0,0,-530000,0,0,-180000,0,0,0,0,-160000,-130000,-1700000,-83000,-36000,0,0,"$1,130.81 "
9988,KW0EQ0100028,GULFBA00001,FINS,2022,0,0,-15000,0,0,-6500,0,0,0,0,-3900,-3900,-40000,-2600,-1300,0,0,"$1,872.61 "
9995,KR7066570003,LGELEC00001,EEMA,2022,0,0,-36000000,0,0,-15000000,0,0,0,0,-8700000,-8600000,-99000000,-5900000,-3100000,0,0,"$9,467.20 "
10002,KYG5496K1242,LINING00001,CLOT,2022,0,0,-70000,0,0,-35000,0,0,0,0,-1900,-4200,-790000,-6800,-12000,0,0,"$18,087.71 "
10009,CNE100000WX1,CHONGQ00003,FOMA,2022,0,0,-250000,0,0,-38000,0,0,0,0,-98000,-54000,-1200000,-33000,-9900,0,0,"$1,884.99 "
10016,CNE1000027G0,FIRSTC00002,FINS,2022,0,0,-27000,0,0,-21000,0,-130000,-42000,0,-2600,-2500,-100000,-1700,-6600,0,0,"$2,381.73 "
10023,BRRADLACNOR0,RAIADR00001,WHRE,2022,0,0,-350000,0,0,-27000,0,0,0,0,-14000,-42000,-2000000,-67000,-6300,0,0,"$6,388.15 "
10030,CNE100000KD8,ZHEJIA00003,EEMA,2022,0,0,-3400000,0,0,-1200000,0,0,0,0,-900000,-770000,-14000000,-520000,-270000,0,0,"$3,874.73 "
10037,TW0001476000,ECLATT00001,CLOT,2022,0,0,-4600000,0,0,-2100000,0,0,0,0,-1100000,-890000,-11000000,-580000,-560000,0,0,"$3,687.14 "
10044,CNE000000VG9,YUNNAN00003,AAMA,2022,0,0,-470000000,0,0,-140000000,0,0,0,0,-160000000,-120000000,-1200000000,-71000000,-29000000,0,0,"$3,617.19 "
10051,KYG2116J1085,CHINAC00005,CONG,2022,0,0,-43000000,0,0,-18000000,0,0,0,0,-13000000,-11000000,-28000000,-6400000,-3900000,0,0,"$2,489.71 "
10058,MYL1155OO000,MALAYA00001,FINS,2022,0,0,-10000,0,0,-8300,0,0,0,0,-1700,-720,-2700000,-220,-2700,0,0,"$18,853.94 "
10065,CNE1000017G1,POWERC00002,INDE,2022,0,0,-120000000,0,0,-50000000,0,0,0,0,-31000000,-29000000,-310000000,-19000000,-10000000,0,0,"$6,469.12 "
10072,KYG549581067,HANSOH00001,PILL,2022,0,0,-1000000,0,0,-520000,0,0,0,0,-190000,-200000,-6000000,-140000,-130000,0,0,"$2,160.23 "
10079,US21037T1097,CONSTE00003,REEN,2022,0,0,-1500000000,0,0,-1300000000,-320000000,-160000000,-79000000,0,-1200000,-20000000,-620000000,-39000000,-430000000,0,0,"$25,002.58 "
10084,CNE100000BP1,GOERTE00001,EEMA,2022,0,0,-3200000,0,0,-1900000,-17000000,-17000000,-8400000,0,-550000,-530000,-28000000,-370000,-510000,0,0,"$7,266.00 "
10091,KYG1098A1013,BILIBI00001,ITIS,2022,0,0,-16000,0,0,-11000,0,-740000000,-370000000,0,-4800,-2000,-380000,-440,-3600,0,0,"$4,967.48 "
10098,DE0007164600,SAPXXX00001,ITIS,2022,0,0,-120000,0,0,-47000,0,0,0,0,-54000,-27000,-6300000,-11000,-13000,0,0,"$136,488.05 "
10105,CNE100000N61,BEIJIN00005,LASA,2022,0,0,-160000000,0,0,-1300000,0,0,0,0,-1100000,-16000000,-110000000,-32000000,-410000,0,0,"$2,494.77 "
10112,KR7020150009,ILJINM00001,OMMA,2022,0,0,-200000,0,0,-72000,0,0,0,0,-49000,-44000,-1200000,-32000,-16000,0,0,"$1,138.33 "
10119,INE079A01024,AMBUJA00001,CEME,2022,0,0,-5100000,0,0,-1000000,0,0,0,0,-5900000,-2000000,-790000000,-49000,-320000,0,0,"$3,489.79 "
10126,CNE000001CC6,FANGDA00001,NMMA,2022,0,0,-3200000,0,0,-1100000,0,0,0,0,-1200000,-820000,-13000000,-450000,-250000,0,0,"$2,305.38 "
10133,TW0005880009,TAIWAN00005,FINS,2022,0,0,-140000,0,0,-110000,0,0,0,0,-13000,-13000,-1800000,-8700,-32000,0,0,"$8,015.52 "
10140,MXP554091415,INDUST00002,MOMI,2022,0,0,-16000000,0,0,-410000,0,-69000000,-34000000,0,-2500000,-2200000,-140000000,-2800000,-140000,0,0,"$2,906.01 "
10147,CNE0000014G0,ANGELY00001,FOMA,2022,0,0,-1300000,0,0,-190000,0,0,0,0,-500000,-270000,-6100000,-170000,-50000,0,0,"$2,739.51 "
10154,CNE1000033C7,HUIZHO00001,EEMA,2022,0,0,-470000,0,0,-180000,-830000,-830000,-420000,0,-78000,-85000,-4100000,-71000,-43000,0,0,"$2,727.18 "
10161,BRSUZBACNOR0,SUZANO00001,PAPM,2022,0,0,-290000000,0,0,-23000000,0,0,0,0,-150000000,-68000000,-210000000,-33000000,-7200000,0,0,"$6,186.39 "
10168,CNE100002BF8,FUTURE00001,RESS,2022,0,0,-4800000,0,0,-2200000,0,0,0,0,-1000000,-990000,-35000000,-700000,-520000,0,0,"$1,669.99 "
10175,CNE100000V46,SHENZH00010,EEMA,2022,0,0,-720000,0,0,-270000,0,0,0,0,-120000,-130000,-6200000,-110000,-66000,0,0,"$14,276.54 "
10182,CNE000000594,SHYUYU00001,CONG,2022,0,0,-2100000,0,0,-770000,0,0,0,0,-430000,-430000,-9900000,-330000,-180000,0,0,"$1,416.71 "
10189,KR7247540008,ECOPRO00001,OMMA,2022,0,0,-880000,0,0,-330000,0,0,0,0,-150000,-160000,-7600000,-140000,-81000,0,0,"$9,670.64 "
10196,TRAASELS91H2,ASELSA00001,EEMA,2022,0,0,-190000,0,0,-100000,-47000000,-47000000,-24000000,0,-17000,-22000,-2500000,-22000,-30000,0,0,"$1,609.95 "
10203,TW0002409000,AUOPTR00001,EEMA,2022,0,0,-12000000,0,0,-5500000,-280000000,-280000000,-140000000,0,-1000000,-1200000,-130000000,-1400000,-1700000,0,0,"$4,810.17 "
10210,TW0009904003,POUCHE00001,CONG,2022,0,0,-4300000,0,0,-3500000,0,0,0,0,-530000,-370000,-23000000,-190000,-1100000,0,0,"$2,575.78 "
10217,CNE100003NZ9,CHONGQ00004,FINS,2022,0,0,-43000,0,0,-38000,0,0,0,0,-2000,-2000,-940000,-1400,-12000,0,0,"$2,650.16 "
10224,CNE100000WF8,SICHUA00009,PERF,2022,0,0,-8300000,0,0,-1900000,0,0,0,0,-890000,-1200000,-58000000,-1400000,-470000,0,0,"$2,826.33 "
10231,TW0006669005,WIWYNN00001,EEMA,2022,0,0,-49000,0,0,-11000,0,0,0,0,-5700,-8100,-420000,-8700,-2500,0,0,"$3,076.83 "
10238,DE0006602006,GEAGRO00001,FMMA,2022,0,0,-580000,0,0,-33000,0,0,0,0,-4700,-57000,-3600000,-110000,-10000,0,0,"$7,559.08 "
10245,AEA006101017,ABUDHA00004,WHRE,2022,0,0,-6600000,0,0,-1100000,0,0,0,0,-530000,-680000,-14000000,-1000000,-380000,0,0,"$1,489.59 "
10252,NL0009434992,LYONDE00001,PERF,2022,0,0,-730000000,0,0,-270000000,0,0,0,0,-200000000,-180000000,-1900000000,-120000000,-55000000,0,0,"$25,011.85 "
10259,GB00BDCPN049,COCACO00002,BEVM,2022,0,0,-7500000,0,0,-2300000,0,0,0,0,-750000,-1000000,-29000000,-1100000,-640000,0,0,"$12,123.43 "
10266,CNE100003MN7,MONTAG00001,EEMA,2022,0,0,-120000,0,0,-43000,0,0,0,0,-19000,-21000,-1000000,-18000,-11000,0,0,"$6,439.43 "
10273,TH1027010R10,INDORA00001,PERF,2022,0,0,-120000000,0,0,-24000000,0,0,0,0,-57000000,-30000000,-630000000,-16000000,-5600000,0,0,"$5,556.13 "
10280,KR7402340004,SKSQUA00001,FINS,2022,0,0,-71000,0,0,-30000,0,0,0,0,-18000,-18000,-710000,-12000,-6000,0,0,"$2,962.38 "
10282,JP3750500005,MCDONA00002,FOOD,2022,0,0,-1600000,0,0,-370000,0,0,0,0,-1100000,-520000,-18000000,-160000,-86000,0,0,"$3,551.33 "
10289,US7547301090,RAYMON00001,FINS,2022,0,0,-250000,0,0,-110000,0,0,0,0,-63000,-61000,-2400000,-41000,-23000,0,0,"$18,178.67 "
10296,CNE100002GK7,GBITSN00001,ITIS,2022,0,0,-29000,0,0,-15000,0,0,0,0,-6600,-6000,-130000,-3800,-3900,0,0,"$3,008.71 "
10303,US83417M1045,SOLARE00001,EEMA,2022,0,0,-320000,0,0,-99000,0,0,0,0,-56000,-65000,-1400000,-55000,-21000,0,0,"$16,726.44 "
10310,AU000000ASX7,ASXXXX00001,FINS,2022,0,0,-18000,0,0,-7900,0,0,0,0,-4500,-4400,-770000,-2900,-1700,0,0,"$9,161.31 "
10317,CNE100003LY6,SHANGH00029,EEMA,2022,0,0,-28000,0,0,-10000,0,0,0,0,-4700,-5100,-240000,-4300,-2600,0,0,"$1,277.48 "
10324,QA0006929879,QATARI00003,FINS,2022,0,0,-13000,0,0,-5900,0,0,0,0,-3300,-3200,-130000,-2100,-1300,0,0,"$3,124.54 "
10331,KYG970081173,WUXIBI00001,ITIS,2022,0,0,-1300000,0,0,-680000,0,0,0,0,-270000,-270000,-10000000,-180000,-170000,0,0,"$25,350.76 "
10338,CNE100002508,WENSFO00001,DASP,2022,0,0,-70000,0,0,0,0,0,0,0,-100000,-35000,-44000000,0,0,0,0,"$13,253.39 "
10345,CNE0000000K1,CECEPS00001,REEN,2022,0,0,-5800000,0,0,-660000,0,0,0,0,-7100000,-2500000,-13000000,-130000,-190000,0,0,"$1,790.39 "
10352,AU000000GPT8,GPTGRO00001,RESS,2022,0,0,-510000,0,0,-220000,0,0,0,0,-110000,-110000,-2800000,-79000,-49000,0,0,"$5,516.86 "
10359,HK0257001336,CHINAE00002,WAST,2022,0,0,-320000000,0,0,-77000000,0,0,0,0,-58000000,-60000000,-710000000,-55000000,-16000000,0,0,"$1,468.67 "
10366,TW0003529004,EMEMOR00001,CONS,2022,0,0,-900,0,0,-660,0,0,0,0,-17,-29,-42000,-47,-220,0,0,"$4,657.99 "
10373,KYG319891092,ESRCAY00001,RESS,2022,0,0,-1100000,0,0,-470000,0,0,0,0,-130000,-170000,-5400000,-160000,-130000,0,0,"$4,010.98 "
10380,KR7018260000,SAMSUN00011,ITIS,2022,0,0,-880000,0,0,-380000,0,0,0,0,-230000,-210000,-7300000,-140000,-80000,0,0,"$3,319.80 "
10387,MYL6947OO005,DIGICO00001,ITIS,2022,0,0,-10000,0,0,-1900,0,0,0,0,-12000,-4000,-8200000,-69,-620,0,0,"$2,622.12 "
10394,US8962391004,TRIMBL00001,ITIS,2022,0,0,-120000,0,0,-55000,0,0,0,0,-32000,-29000,-760000,-19000,-12000,0,0,"$12,031.47 "
10401,ZAE000083648,IMPALA00001,MOMI,2022,0,0,-69000000,0,0,-44000000,0,0,0,0,-3800000,-3700000,-190000000,-4500000,-15000000,0,0,"$7,903.64 "
10408,TW0002356003,INVENT00001,EEMA,2022,0,0,-330000,0,0,-230000,0,0,0,0,-14000,-20000,-4800000,-23000,-73000,0,0,"$3,377.98 "
10415,HK0002007356,CLPHOL00001,GENE,2022,0,0,-3000000000,0,0,-29000000,0,0,0,0,-4400000000,-1500000000,-2800000000,-14000000,-6100000,0,0,"$14,000.43 "
10422,KR7003490000,KOREAN00001,AIRL,2022,0,0,-550000000,0,0,-110000,0,0,0,0,-830000000,-280000000,-500000000,-29000,-28000,0,0,"$4,454.87 "
10429,CNE100000SD1,JASOLA00001,EEMA,2022,0,0,-2300000,0,0,-870000,0,0,0,0,-390000,-420000,-20000000,-360000,-210000,0,0,"$7,836.52 "
10436,KYG8190F1028,SILERG00001,EEMA,2022,0,0,-1300000,0,0,-550000,0,0,0,0,-330000,-330000,-1100000,-220000,-110000,0,0,"$5,335.06 "
10443,FR0004125920,AMUNDI00001,FINS,2022,0,0,-110000,0,0,-44000,0,0,0,0,-27000,-26000,-240000,-18000,-8800,0,0,"$4,119.15 "
10450,SA000A0D9HK3,BANKAL00001,FINS,2022,0,0,-90000,0,0,-64000,0,0,0,0,-10000,-10000,-390000,-7000,-19000,0,0,"$5,789.41 "
10457,JP3283650004,KOSECO00001,WASH,2022,0,0,-99000,0,0,-13000,0,0,0,0,-89000,-33000,-820000,-5900,-3900,0,0,"$4,001.58 "
10464,CNE000000WL7,XIAMEN00001,CONS,2022,0,0,-930000,0,0,-200000,0,0,0,0,-36000,-100000,-710000,-150000,-57000,0,0,"$2,697.81 "
10471,CNE0000011B7,SHANGH00003,FINS,2022,0,0,-850000,0,0,-530000,0,0,0,0,-140000,-140000,-5300000,-90000,-150000,0,0,"$8,412.90 "
10478,CNE100002DD9,BETTAP00001,PILL,2022,0,0,-240000,0,0,-73000,0,-3700000,-1800000,0,-40000,-46000,-490000,-40000,-16000,0,0,"$3,351.84 "
10485,CNE1000041D8,GUOLIA00001,FINS,2022,0,0,-2700,0,0,-2500,0,0,0,0,-56,-51,-180000,-42,-840,0,0,"$1,400.98 "
10492,TW0003711008,ASETEC00001,EEMA,2022,0,0,-8200000,0,0,-2800000,0,0,0,0,-790000,-1100000,-93000000,-1200000,-770000,0,0,"$10,623.01 "
10499,KR7035420009,NAVERX00001,ITIS,2022,0,0,-140000,0,0,-62000,0,0,0,0,-32000,-32000,-4700000,-21000,-14000,0,0,"$21,420.55 "
10506,CNE000000WQ6,ZHEJIA00011,PERF,2022,0,0,-12000000,0,0,-2800000,0,0,0,0,-1300000,-1800000,-88000000,-2100000,-690000,0,0,"$2,842.07 "
10513,CNE0000008L2,GFSECU00001,FINS,2022,0,0,-42000,0,0,-39000,0,0,0,0,-4100,-1500,-1000000,-170,-13000,0,0,"$5,359.42 "
10520,CNE100001TQ9,GFSECU00001,FINS,2022,0,0,-42000,0,0,-39000,0,0,0,0,-4100,-1500,-1000000,-170,-13000,0,0,"$1,433.13 "
10527,CNE0000012M2,INSPUR00001,ITIS,2022,0,0,-350000,0,0,-170000,0,0,0,0,-90000,-81000,-15000000,-51000,-38000,0,0,"$5,166.96 "
10534,KR7011200003,HMMCOL00001,WATL,2022,0,0,-170000000,0,0,-2400000,0,0,0,0,-240000000,-81000000,-330000000,-970000,-490000,0,0,"$5,306.77 "
10541,KR7383220001,FFCOLT00001,CLOT,2022,0,0,-520000,0,0,-150000,0,0,0,0,-45000,-71000,-1200000,-83000,-40000,0,0,"$1,648.52 "
10543,CH0014852781,SWISSL00001,FINS,2022,0,0,-330000,0,0,-140000,0,0,0,0,-84000,-83000,-720000,-55000,-27000,0,0,"$19,761.56 "
10550,CNE100002649,GUANGD00006,WPMA,2022,0,0,-4500000,0,0,-1200000,0,0,0,0,-3000000,-1500000,-9300000,-480000,-240000,0,0,"$1,227.42 "
10557,AEN000101016,FIRSTA00002,FINS,2022,0,0,-140000,0,0,-130000,0,0,0,0,-890,-1600,-1900000,-2100,-44000,0,0,"$24,749.18 "
10564,CNE1000035L3,ZHUZHO00004,EEMA,2022,0,0,-67000,0,0,-25000,0,0,0,0,-11000,-12000,-580000,-10000,-6200,0,0,$870.79 
10571,IL0011194789,AZRIEL00001,RESS,2022,0,0,-1400000,0,0,-1300000,0,0,0,0,-31000,-31000,-9400000,-23000,-420000,0,0,"$2,091.50 "
10578,KR7137310009,SDBIOS00001,OTMA,2022,0,0,-650000,0,0,-220000,0,0,0,0,-140000,-130000,-2900000,-100000,-49000,0,0,$581.22 
10583,CNE000001NL4,DHCSOF00001,ITIS,2022,0,0,-120000,0,0,-83000,0,0,0,0,-15000,-14000,-2600000,-9200,-25000,0,0,"$1,786.69 "
10590,US87612G1013,TARGAR00001,OGES,2022,0,0,-15000000,0,0,-6100000,0,0,0,0,-4200000,-3800000,-570000000,-2400000,-1300000,0,0,"$17,360.32 "
10597,KR7008560005,MERITZ00001,FINS,2022,0,0,-2200,0,0,-480,0,0,0,0,-2500,-840,-85000,-16,-150,0,0,$841.52 
10604,SA000A0BLA62,JARIRM00001,WHRE,2022,0,0,-1200000,0,0,-480000,0,0,0,0,-250000,-260000,-950000,-190000,-100000,0,0,"$5,304.26 "
10611,KR7326030004,SKBIOP00001,PILL,2022,0,0,-10000,0,0,-4300,0,-74000000,-37000000,0,-2600,-2500,-39000,-1700,-880,0,0,"$1,620.56 "
10617,TW0002377009,MICROS00002,EEMA,2022,0,0,-680000,0,0,-110000,0,0,0,0,-38000,-75000,-4800000,-110000,-33000,0,0,"$3,356.82 "
10624,CNE100000HB8,JIANGS00003,BEVM,2022,0,0,-1500000,0,0,-1100000,0,0,0,0,-170000,-130000,-14000000,-81000,-350000,0,0,"$10,776.98 "
10631,US16411R2085,CHENIE00001,OGES,2022,0,0,-33000000,0,0,-11000000,0,0,0,0,-5800000,-6300000,-860000000,-5400000,-2400000,0,0,"$36,758.27 "
10638,US02005N1000,ALLYFI00001,FINS,2022,0,0,-46000,0,0,-21000,0,0,0,0,-12000,-11000,-2600000,-6700,-4700,0,0,"$8,014.18 "
10645,CNE0000012K6,JIANGS00017,CLOT,2022,0,0,-3500000,0,0,-1000000,0,-9500000,-4800000,0,-300000,-480000,-8000000,-550000,-270000,0,0,"$2,460.73 "
